employee_id,hire_date,termination_date,is_active,tenure_years,last_promotion_date,last_training_date
EMP_00269,2017-02-02,,True,8.91,,2024-06-30
EMP_00270,2024-05-03,,True,1.66,2025-06-23,
EMP_00271,2015-04-22,,True,10.69,,2025-01-31
EMP_00272,2023-09-03,,True,2.33,,
EMP_00273,2012-06-20,,True,13.53,,2025-05-09
EMP_00274,2013-09-18,2017-07-21,False,3.84,,2023-07-16
EMP_00275,2013-09-25,2019-09-19,False,5.98,2015-07-08,2024-03-27
EMP_00276,2012-06-13,,True,13.55,,
EMP_00277,2023-06-25,,True,2.52,,2024-05-25
EMP_00278,2019-07-19,2021-05-27,False,1.86,,2024-11-20
EMP_00279,2019-12-24,,True,6.02,,2023-11-28
EMP_00280,2015-05-28,,True,10.6,2019-10-09,2024-05-03
EMP_00281,2013-01-23,,True,12.94,,2025-03-21
EMP_00282,2014-10-09,2017-02-25,False,2.38,,2024-07-31
EMP_00283,2021-11-15,,True,4.13,2024-10-28,
EMP_00284,2018-06-16,,True,7.54,2020-11-18,2025-05-06
EMP_00285,2017-08-28,,True,8.34,2022-11-27,2024-12-22
EMP_00286,2016-09-28,,True,9.26,,
EMP_00287,2016-03-18,,True,9.79,,2023-08-28
EMP_00288,2023-03-04,,True,2.83,,
EMP_00289,2024-02-16,,True,1.87,2025-02-15,2025-03-19
EMP_00290,2014-03-24,,True,11.77,2017-07-31,
EMP_00291,2016-02-18,,True,9.87,2023-08-20,2023-07-13
EMP_00292,2011-03-01,,True,14.84,,2023-10-02
EMP_00293,2016-11-08,,True,9.14,2022-10-22,2023-12-04
EMP_00294,2017-10-29,,True,8.17,2021-03-22,
EMP_00295,2019-01-10,2021-10-29,False,2.8,,
EMP_00296,2020-05-29,,True,5.59,,2024-07-13
EMP_00297,2014-03-18,,True,11.79,,2024-10-18
EMP_00298,2019-04-11,2019-10-28,False,0.55,,2024-05-20
EMP_00299,2013-04-15,,True,12.71,,2024-08-24
EMP_00300,2013-07-18,,True,12.45,2021-12-27,2025-03-26
EMP_00301,2023-08-29,,True,2.34,,
EMP_00302,2011-03-10,2011-04-30,False,0.14,2017-06-15,2024-03-19
EMP_00303,2017-08-27,,True,8.34,,
EMP_00304,2015-05-20,,True,10.62,2018-08-12,2024-06-28
EMP_00305,2011-10-31,,True,14.17,2013-11-12,
EMP_00306,2015-03-29,2021-02-24,False,5.91,2021-07-26,2024-09-17
EMP_00307,2022-03-25,,True,3.77,,
EMP_00308,2013-01-23,,True,12.94,,2024-12-22
EMP_00309,2024-07-14,,True,1.46,,
EMP_00310,2023-08-01,,True,2.42,,2023-10-08
EMP_00311,2021-07-19,,True,4.45,,
EMP_00312,2023-07-01,,True,2.5,,
EMP_00313,2018-07-13,2025-01-12,False,6.5,2024-01-04,2025-03-29
EMP_00314,2016-04-26,,True,9.68,2024-09-03,2024-10-20
EMP_00315,2017-10-25,,True,8.18,,2024-07-06
EMP_00316,2021-01-16,,True,4.96,,
EMP_00317,2022-09-27,,True,3.26,,2025-05-13
EMP_00318,2013-07-11,2021-10-19,False,8.27,,2024-05-10
EMP_00319,2015-01-16,,True,10.96,,2024-11-24
EMP_00320,2022-09-18,,True,3.29,2025-03-01,2024-04-28
EMP_00321,2015-02-05,,True,10.9,2022-05-07,2023-10-25
EMP_00322,2018-03-04,,True,7.83,2020-07-13,2024-01-13
EMP_00323,2024-01-17,,True,1.95,2025-05-14,
EMP_00324,2012-03-14,,True,13.8,,
EMP_00325,2015-02-03,,True,10.91,,
EMP_00326,2021-06-30,,True,4.5,,
EMP_00327,2018-02-05,,True,7.9,,2023-10-17
EMP_00328,2024-04-27,,True,1.68,,2024-01-08
EMP_00329,2022-09-03,,True,3.33,,
EMP_00330,2011-05-16,,True,14.63,,2023-11-12
EMP_00331,2013-05-13,,True,12.64,,
EMP_00332,2010-04-07,2010-12-04,False,0.66,,2024-04-21
EMP_00333,2023-06-19,,True,2.54,,2023-08-04
EMP_00334,2020-08-20,2021-04-29,False,0.69,,2023-10-11
EMP_00335,2019-12-18,,True,6.04,,2024-02-03
EMP_00336,2022-10-02,,True,3.25,2024-06-23,
EMP_00337,2016-12-18,,True,9.03,,2024-12-05
EMP_00338,2013-10-19,,True,12.2,,2023-07-16
EMP_00339,2020-12-21,,True,5.03,2024-11-22,
EMP_00340,2016-04-23,,True,9.69,2019-12-28,2024-12-04
EMP_00341,2021-10-10,,True,4.22,2022-12-28,2024-09-14
EMP_00342,2013-09-27,,True,12.26,,2023-07-27
EMP_00343,2016-12-21,2024-10-26,False,7.85,2021-09-26,2024-06-03
EMP_00344,2010-07-11,,True,15.47,2023-08-21,2024-04-01
EMP_00345,2015-01-01,,True,11.0,2017-09-09,2025-04-30
EMP_00346,2024-05-10,,True,1.64,2025-06-23,2024-02-24
EMP_00347,2024-09-11,,True,1.3,,
EMP_00348,2010-08-13,,True,15.38,2020-12-01,2024-01-16
EMP_00349,2012-02-12,,True,13.88,2025-04-14,
EMP_00350,2013-05-30,,True,12.59,2015-02-09,
EMP_00351,2018-04-01,,True,7.75,2023-12-16,
EMP_00352,2017-04-20,,True,8.7,2024-11-06,2024-10-27
EMP_00353,2014-06-13,,True,11.55,,2023-08-23
EMP_00354,2019-07-07,2023-04-11,False,3.76,2025-06-13,2024-01-23
EMP_00355,2015-06-19,,True,10.54,,2024-07-04
EMP_00356,2021-05-15,,True,4.63,2022-05-27,
EMP_00357,2011-06-04,,True,14.58,,
EMP_00358,2019-08-31,2022-12-12,False,3.28,2022-11-06,2024-08-26
EMP_00359,2013-11-26,,True,12.1,,2024-02-29
EMP_00360,2012-05-22,,True,13.61,,2024-09-10
EMP_00361,2012-08-15,,True,13.38,2018-07-26,2023-11-13
EMP_00362,2021-08-24,,True,4.35,2024-03-04,2023-07-27
EMP_00363,2019-10-29,,True,6.17,2020-12-26,
EMP_00364,2018-04-20,,True,7.7,2023-11-01,
EMP_00365,2010-08-25,,True,15.35,,
EMP_00366,2022-02-15,2022-06-02,False,0.29,,2024-01-10
EMP_00367,2022-12-04,,True,3.07,,2025-05-18
EMP_00368,2018-11-01,,True,7.16,,2024-09-21
EMP_00369,2014-04-17,,True,11.71,,
EMP_00370,2012-06-28,2023-04-15,False,10.8,,
EMP_00371,2015-05-15,2025-05-24,False,10.03,,2024-08-11
EMP_00372,2024-11-24,,True,1.1,,2024-04-15
EMP_00373,2019-10-28,,True,6.18,2023-03-23,2024-06-27
EMP_00374,2019-02-21,2025-06-27,False,6.35,2022-09-23,2024-11-16
EMP_00375,2013-10-17,,True,12.21,2017-09-16,2023-09-13
EMP_00376,2012-03-26,,True,13.77,2017-12-23,2025-05-09
EMP_00377,2024-08-24,,True,1.35,,2024-12-14
EMP_00378,2016-10-04,,True,9.24,2022-01-03,2023-12-08
EMP_00379,2020-05-12,2020-10-21,False,0.44,2023-09-22,2025-02-12
EMP_00380,2012-03-20,,True,13.78,2015-01-19,2025-01-11
EMP_00381,2010-11-18,,True,15.12,2023-12-23,
EMP_00382,2022-01-16,,True,3.96,2024-01-09,2025-04-04
EMP_00383,2012-04-23,2017-10-11,False,5.47,2014-11-06,2023-09-08
EMP_00384,2017-01-15,,True,8.96,,
EMP_00385,2011-02-15,,True,14.87,,2023-09-25
EMP_00386,2019-10-11,2023-04-21,False,3.53,,2025-06-14
EMP_00387,2024-05-13,,True,1.63,,2025-02-09
EMP_00388,2012-04-03,,True,13.74,2013-09-16,
EMP_00389,2016-11-05,2019-08-23,False,2.8,,2024-11-11
EMP_00390,2017-09-10,,True,8.31,2024-01-01,2023-10-27
EMP_00391,2016-07-14,,True,9.46,,2024-06-09
EMP_00392,2015-02-19,2023-12-06,False,8.79,,2024-12-13
EMP_00393,2021-05-17,,True,4.62,2023-10-23,2025-04-09
EMP_00394,2022-08-08,2024-11-25,False,2.3,,2024-08-10
EMP_00395,2019-02-22,,True,6.86,2023-07-19,2023-12-06
EMP_00396,2016-12-02,,True,9.08,,2024-10-04
EMP_00397,2011-10-31,2018-05-08,False,6.52,,2024-04-15
EMP_00398,2019-10-29,,True,6.17,,
EMP_00399,2018-05-30,,True,7.59,2022-11-24,2023-10-19
EMP_00400,2018-01-09,,True,7.98,2019-04-24,2024-07-21
EMP_00401,2014-05-21,,True,11.61,,2024-04-18
EMP_00402,2024-05-20,,True,1.62,,2024-11-04
EMP_00403,2010-08-01,,True,15.42,,
EMP_00404,2015-11-17,2019-01-25,False,3.19,2024-11-22,2025-03-06
EMP_00405,2019-02-25,,True,6.85,2023-06-21,2024-04-26
EMP_00406,2012-12-08,,True,13.06,,
EMP_00407,2016-02-01,,True,9.91,,2023-11-26
EMP_00408,2023-09-06,2024-09-10,False,1.01,2025-02-06,
EMP_00409,2023-06-02,,True,2.58,,
EMP_00410,2012-10-26,,True,13.18,,2023-07-15
EMP_00411,2017-02-14,,True,8.88,2024-06-20,
EMP_00412,2021-03-14,2021-07-30,False,0.38,,
EMP_00413,2019-04-02,,True,6.75,2022-08-26,2024-07-09
EMP_00414,2019-09-09,,True,6.31,,2024-04-05
EMP_00415,2011-06-12,,True,14.55,2020-02-05,2024-05-20
EMP_00416,2011-12-29,,True,14.01,2022-05-31,2024-01-10
EMP_00417,2015-10-22,,True,10.19,,2024-08-03
EMP_00418,2015-10-16,2023-11-05,False,8.05,2020-11-06,2024-09-30
EMP_00419,2011-08-16,,True,14.38,,2024-05-07
EMP_00420,2019-07-30,,True,6.42,,
EMP_00421,2022-05-27,2024-02-01,False,1.68,,
EMP_00422,2010-09-24,,True,15.27,2023-06-07,2023-10-19
EMP_00423,2019-06-27,,True,6.51,,2024-09-14
EMP_00424,2020-08-19,,True,5.37,2024-08-25,
EMP_00425,2020-01-16,,True,5.96,,2024-11-22
EMP_00426,2013-04-17,,True,12.71,2023-07-21,2024-03-25
EMP_00427,2020-07-14,,True,5.46,,2024-03-14
EMP_00428,2014-05-26,2021-07-15,False,7.14,2024-12-12,2024-02-02
EMP_00429,2019-09-10,,True,6.31,2021-03-05,2023-12-30
EMP_00430,2024-10-10,,True,1.22,,2024-02-29
EMP_00431,2011-04-13,2024-11-02,False,13.56,2022-09-13,2023-12-28
EMP_00432,2015-09-02,,True,10.33,,2023-10-10
EMP_00433,2023-02-14,2025-05-25,False,2.28,,2025-02-20
EMP_00434,2022-02-09,,True,3.89,2024-06-29,2024-01-06
EMP_00435,2011-10-21,,True,14.2,,2023-11-12
EMP_00436,2020-11-23,2024-11-14,False,3.98,2023-01-31,2024-02-15
EMP_00437,2011-06-21,,True,14.53,2018-04-06,2023-08-03
EMP_00438,2016-08-24,,True,9.35,2024-04-30,
EMP_00439,2012-04-29,,True,13.67,,
EMP_00440,2015-12-14,,True,10.05,2017-01-23,2024-06-22
EMP_00441,2022-06-04,2023-06-09,False,1.01,,2024-02-09
EMP_00442,2023-06-26,,True,2.52,2024-10-26,
EMP_00443,2015-09-23,,True,10.27,,2023-09-24
EMP_00444,2017-06-01,,True,8.58,2021-02-09,2024-01-05
